sample_id,dataset_source,filename,relative_path,label,binary_target,subcategory,split,role,md5_hash,file_size_bytes
DS02_RESERVE_Healthy Leaf00165.JPG,Dataset_02_Mendeley,Healthy Leaf00165.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00165.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,ed30ee23f2940dc4237883c4fb0c4147,233879
DS02_RESERVE_Healthy Leaf00166.JPG,Dataset_02_Mendeley,Healthy Leaf00166.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00166.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,e62f019c033b423c463c680b5320d87b,205082
DS02_RESERVE_Healthy Leaf00168.JPG,Dataset_02_Mendeley,Healthy Leaf00168.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00168.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,3585bcbb9ade663fb860b74a5fded22a,204195
DS02_RESERVE_Healthy Leaf00170.JPG,Dataset_02_Mendeley,Healthy Leaf00170.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00170.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,7c4810ada20b080ed23def2ff098b18d,187022
DS02_RESERVE_Healthy Leaf00171.JPG,Dataset_02_Mendeley,Healthy Leaf00171.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00171.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,129a641135b4106df1e17f08bc0ae6eb,202914
DS02_RESERVE_Healthy Leaf00172.JPG,Dataset_02_Mendeley,Healthy Leaf00172.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00172.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,91bf699859e4e3df725ca1b969e0dcad,186888
DS02_RESERVE_Healthy Leaf00173.JPG,Dataset_02_Mendeley,Healthy Leaf00173.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00173.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,683d76df58a05ba35c312c15abe265a3,206832
DS02_RESERVE_Healthy Leaf00176.JPG,Dataset_02_Mendeley,Healthy Leaf00176.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00176.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,6f7c096a7696554336b6150f29b8b1a2,259440
DS02_RESERVE_Healthy Leaf00177.JPG,Dataset_02_Mendeley,Healthy Leaf00177.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00177.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,51608f56cf418f08447d25b3944e0c21,240664
DS02_RESERVE_Healthy Leaf00179.JPG,Dataset_02_Mendeley,Healthy Leaf00179.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00179.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,54f3c6af216dac2e18ea800566604148,184233
DS02_RESERVE_Healthy Leaf00181.JPG,Dataset_02_Mendeley,Healthy Leaf00181.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00181.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,d3a985b7fb7b69510df2f1dcbb02bc8d,198149
DS02_RESERVE_Healthy Leaf00185.JPG,Dataset_02_Mendeley,Healthy Leaf00185.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00185.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,1ff5a5f5b08043bd9543bfa374e1bcc9,210526
DS02_RESERVE_Healthy Leaf00186.JPG,Dataset_02_Mendeley,Healthy Leaf00186.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00186.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,599b712224e4820612b7a442896436b9,170324
DS02_RESERVE_Healthy Leaf00192.JPG,Dataset_02_Mendeley,Healthy Leaf00192.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00192.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,d668f0232900470403a8e3e5f7abaa80,207023
DS02_RESERVE_Healthy Leaf00194.JPG,Dataset_02_Mendeley,Healthy Leaf00194.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00194.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,eb1907b66f0743bc4589d5277fbe48b0,216079
DS02_RESERVE_Healthy Leaf00197.JPG,Dataset_02_Mendeley,Healthy Leaf00197.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Healthy Leaf\Healthy Leaf00197.JPG,turmeric_leaf,1,Healthy_Field_Reserve,external_reserve,excluded_external_reserve,75222b1632b2b2ed4af7271b2c548c6d,198581
DS02_RESERVE_Leaf Blotch00002.JPG,Dataset_02_Mendeley,Leaf Blotch00002.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00002.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,8c746ab2ff4f4e10ba01d10166c64e8e,242285
DS02_RESERVE_Leaf Blotch00004.JPG,Dataset_02_Mendeley,Leaf Blotch00004.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00004.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,9165bee14633f2c7db386f591b842579,190637
DS02_RESERVE_Leaf Blotch00006.JPG,Dataset_02_Mendeley,Leaf Blotch00006.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00006.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,2b0f495038395ef05f5add7b5759354a,202632
DS02_RESERVE_Leaf Blotch00007.JPG,Dataset_02_Mendeley,Leaf Blotch00007.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00007.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,b809dbe3d175f4ac43d3eaa21e81f072,183856
DS02_RESERVE_Leaf Blotch00008.JPG,Dataset_02_Mendeley,Leaf Blotch00008.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00008.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,9fc79f4da38092b9730c2b504efc552c,202951
DS02_RESERVE_Leaf Blotch00009.JPG,Dataset_02_Mendeley,Leaf Blotch00009.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00009.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,11afcb0870ad06f2262ec6f8e0582356,218538
DS02_RESERVE_Leaf Blotch00010.JPG,Dataset_02_Mendeley,Leaf Blotch00010.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00010.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,042aaf0cfa98641e7add8c08371ec5b5,196478
DS02_RESERVE_Leaf Blotch00011.JPG,Dataset_02_Mendeley,Leaf Blotch00011.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00011.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,8b3603496024c901cfc2f5ecc2b81a15,176014
DS02_RESERVE_Leaf Blotch00012.JPG,Dataset_02_Mendeley,Leaf Blotch00012.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00012.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,8e6936e0bb4224bc13d3962dc73bf07b,186012
DS02_RESERVE_Leaf Blotch00014.JPG,Dataset_02_Mendeley,Leaf Blotch00014.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00014.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,18b6eae6ed6cd61aa626ae856de25a80,174299
DS02_RESERVE_Leaf Blotch00016.JPG,Dataset_02_Mendeley,Leaf Blotch00016.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00016.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,04a7ea288e8902cd97f747b865655baf,185986
DS02_RESERVE_Leaf Blotch00019.JPG,Dataset_02_Mendeley,Leaf Blotch00019.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00019.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,49a53d43101d0585915e28e4f399351b,242240
DS02_RESERVE_Leaf Blotch00020.JPG,Dataset_02_Mendeley,Leaf Blotch00020.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00020.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,a43c4a81db3511f7d7e7eabfa78a2633,176020
DS02_RESERVE_Leaf Blotch00023.JPG,Dataset_02_Mendeley,Leaf Blotch00023.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00023.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,f1e8268e3196c89597494ee57e18b7bd,252219
DS02_RESERVE_Leaf Blotch00025.JPG,Dataset_02_Mendeley,Leaf Blotch00025.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00025.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,bef02a90624e9cfc000a0e8573a00ac7,179891
DS02_RESERVE_Leaf Blotch00026.JPG,Dataset_02_Mendeley,Leaf Blotch00026.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00026.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,91d89b567bdb21596e23af3cf9d7681c,244165
DS02_RESERVE_Leaf Blotch00027.JPG,Dataset_02_Mendeley,Leaf Blotch00027.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00027.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,b840cb1a56eb8457015b6227870c0de4,237819
DS02_RESERVE_Leaf Blotch00031.JPG,Dataset_02_Mendeley,Leaf Blotch00031.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00031.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,1087ffce3c23c495e65f600f961d02d7,184274
DS02_RESERVE_Leaf Blotch00032.JPG,Dataset_02_Mendeley,Leaf Blotch00032.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00032.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,98f2994a7ed87cd296ed2d5b80d4c959,226119
DS02_RESERVE_Leaf Blotch00034.JPG,Dataset_02_Mendeley,Leaf Blotch00034.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00034.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,5f7f5cc9cb7963d0427390d5431262f4,254311
DS02_RESERVE_Leaf Blotch00035.JPG,Dataset_02_Mendeley,Leaf Blotch00035.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00035.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,149123a9d97ddaaf43f10a9c70bc19db,239533
DS02_RESERVE_Leaf Blotch00038.JPG,Dataset_02_Mendeley,Leaf Blotch00038.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00038.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,8cd52b3c375b4affd1a992c181ebd9eb,347377
DS02_RESERVE_Leaf Blotch00039.JPG,Dataset_02_Mendeley,Leaf Blotch00039.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00039.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,2b8a11be4b663b0a1769365db81b8bd2,268298
DS02_RESERVE_Leaf Blotch00044.JPG,Dataset_02_Mendeley,Leaf Blotch00044.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00044.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,829f6e0067c4761f840185d2a44e93fd,361157
DS02_RESERVE_Leaf Blotch00045.JPG,Dataset_02_Mendeley,Leaf Blotch00045.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00045.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,4e6add978795c1a2a5289b4847da3f10,351160
DS02_RESERVE_Leaf Blotch00047.JPG,Dataset_02_Mendeley,Leaf Blotch00047.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00047.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,349add84305530a7d611f9e5e476e36c,300418
DS02_RESERVE_Leaf Blotch00048.JPG,Dataset_02_Mendeley,Leaf Blotch00048.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00048.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,091c3f2840d022331cf7eb50ce41b125,314764
DS02_RESERVE_Leaf Blotch00049.JPG,Dataset_02_Mendeley,Leaf Blotch00049.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00049.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,a09222e0061c1d9443d8d581a699938f,317006
DS02_RESERVE_Leaf Blotch00050.JPG,Dataset_02_Mendeley,Leaf Blotch00050.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00050.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,787f9a67704ea6fc7cc10d00259f6748,278079
DS02_RESERVE_Leaf Blotch00052.JPG,Dataset_02_Mendeley,Leaf Blotch00052.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00052.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,95fcd926671201550c4ca380dfc7b7e4,293774
DS02_RESERVE_Leaf Blotch00053.JPG,Dataset_02_Mendeley,Leaf Blotch00053.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00053.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,230f99b43fef5c8a11b5493192dd3f35,383271
DS02_RESERVE_Leaf Blotch00054.JPG,Dataset_02_Mendeley,Leaf Blotch00054.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00054.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,fd7b34c4942ecf439b7b04c4c5364ec8,393154
DS02_RESERVE_Leaf Blotch00056.JPG,Dataset_02_Mendeley,Leaf Blotch00056.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00056.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,289f52db8e6178ce4a137ed047feb234,307215
DS02_RESERVE_Leaf Blotch00058.JPG,Dataset_02_Mendeley,Leaf Blotch00058.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00058.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,41bca6faffd92cb55f383a8cc41c0e92,301587
DS02_RESERVE_Leaf Blotch00059.JPG,Dataset_02_Mendeley,Leaf Blotch00059.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00059.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,124c070dcacfa659be2b72c0d6e38e4c,354392
DS02_RESERVE_Leaf Blotch00060.JPG,Dataset_02_Mendeley,Leaf Blotch00060.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00060.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,f2e1e5609f7f2c05199d49e3e66cda1f,331171
DS02_RESERVE_Leaf Blotch00061.JPG,Dataset_02_Mendeley,Leaf Blotch00061.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00061.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,6f5bbcbcd51a38e6231e3072414e6169,328042
DS02_RESERVE_Leaf Blotch00063.JPG,Dataset_02_Mendeley,Leaf Blotch00063.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00063.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,a722e33346e2a210d38fc37a9a6982b4,288221
DS02_RESERVE_Leaf Blotch00066.JPG,Dataset_02_Mendeley,Leaf Blotch00066.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00066.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,69df7cba27d98d4f33368748c17400b8,274363
DS02_RESERVE_Leaf Blotch00067.JPG,Dataset_02_Mendeley,Leaf Blotch00067.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00067.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,6a575ef171b63f7968886b4aef209354,294310
DS02_RESERVE_Leaf Blotch00070.JPG,Dataset_02_Mendeley,Leaf Blotch00070.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00070.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,7f46cc44f82f8d571f9607e2507e1b00,313873
DS02_RESERVE_Leaf Blotch00071.JPG,Dataset_02_Mendeley,Leaf Blotch00071.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00071.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,052e992ffa0b0adef26315658bbf09cb,345460
DS02_RESERVE_Leaf Blotch00072.JPG,Dataset_02_Mendeley,Leaf Blotch00072.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00072.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,1e5ac4be487fbbe32c36fbbdc3418fd5,298103
DS02_RESERVE_Leaf Blotch00073.JPG,Dataset_02_Mendeley,Leaf Blotch00073.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00073.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,63200bcccd9176dd984d86ca5d5343dd,261160
DS02_RESERVE_Leaf Blotch00074.JPG,Dataset_02_Mendeley,Leaf Blotch00074.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00074.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,ece441d7e3d5e1efb3df87b8d3426212,310717
DS02_RESERVE_Leaf Blotch00075.JPG,Dataset_02_Mendeley,Leaf Blotch00075.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00075.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,5ab4b7b55f64bee92880d3444b477b0e,344437
DS02_RESERVE_Leaf Blotch00078.JPG,Dataset_02_Mendeley,Leaf Blotch00078.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00078.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,7185b4297a2f04a5bee48528dbbf5217,291741
DS02_RESERVE_Leaf Blotch00080.JPG,Dataset_02_Mendeley,Leaf Blotch00080.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00080.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,5a81d6cdd7f0c5ead0ffa1dc2c3e278f,315235
DS02_RESERVE_Leaf Blotch00082.JPG,Dataset_02_Mendeley,Leaf Blotch00082.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00082.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,712bd3b383e82db3c56a3b2040b39a9f,324708
DS02_RESERVE_Leaf Blotch00084.JPG,Dataset_02_Mendeley,Leaf Blotch00084.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00084.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,5346c258bf90624b2eed0dd1ec140da9,360280
DS02_RESERVE_Leaf Blotch00085.JPG,Dataset_02_Mendeley,Leaf Blotch00085.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00085.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,ccd895a1713c7567b58997dbf4a995e0,351499
DS02_RESERVE_Leaf Blotch00086.JPG,Dataset_02_Mendeley,Leaf Blotch00086.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00086.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,6a502b10bb5b23f7bcbeea8e004fb3b0,364069
DS02_RESERVE_Leaf Blotch00087.JPG,Dataset_02_Mendeley,Leaf Blotch00087.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00087.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,6a96e22ef140384b686f5107357a41ca,374988
DS02_RESERVE_Leaf Blotch00089.JPG,Dataset_02_Mendeley,Leaf Blotch00089.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00089.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,7c1b688b79bdfed8b3f29fe900c43c3c,341990
DS02_RESERVE_Leaf Blotch00090.JPG,Dataset_02_Mendeley,Leaf Blotch00090.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00090.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,5d4262bf241f92c6feed1504477c9a72,340180
DS02_RESERVE_Leaf Blotch00091.JPG,Dataset_02_Mendeley,Leaf Blotch00091.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00091.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,26586515b00cfa2182beeb62c441e9af,345022
DS02_RESERVE_Leaf Blotch00092.JPG,Dataset_02_Mendeley,Leaf Blotch00092.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00092.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,f96609baad91b82f36f906cb8c47e1cb,325359
DS02_RESERVE_Leaf Blotch00094.JPG,Dataset_02_Mendeley,Leaf Blotch00094.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00094.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,66d41fc69c8e48123514373d6cccb033,317527
DS02_RESERVE_Leaf Blotch00095.JPG,Dataset_02_Mendeley,Leaf Blotch00095.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00095.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,f5b48a2e7b0dc47efada87338b08dfae,295313
DS02_RESERVE_Leaf Blotch00097.JPG,Dataset_02_Mendeley,Leaf Blotch00097.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00097.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,f7b545d8c7e3efb460a85a4a5db0e0d2,332671
DS02_RESERVE_Leaf Blotch00100.JPG,Dataset_02_Mendeley,Leaf Blotch00100.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00100.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,df001f1597435af89f3f8bb4c21b848d,310736
DS02_RESERVE_Leaf Blotch00101.JPG,Dataset_02_Mendeley,Leaf Blotch00101.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00101.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,eb24d1edc5987f5dde2d4790af6c1cc2,302342
DS02_RESERVE_Leaf Blotch00104.JPG,Dataset_02_Mendeley,Leaf Blotch00104.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00104.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,dcb1ee664b90c02d5686848e29268d2e,245600
DS02_RESERVE_Leaf Blotch00105.JPG,Dataset_02_Mendeley,Leaf Blotch00105.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00105.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,db94e59f9d71701d58a9f657e7658149,251573
DS02_RESERVE_Leaf Blotch00106.JPG,Dataset_02_Mendeley,Leaf Blotch00106.JPG,turmeric_datasets\dataset_02\original\Turmeric Plant Disease\Leaf Blotch\Leaf Blotch00106.JPG,turmeric_leaf,1,Blotch_Field_Reserve,external_reserve,excluded_external_reserve,3b3528c0da85b198ffd74c6099d2f12d,203686
