image_A,image_B,dataset_A,dataset_B,duplicate_type,similarity_score,hamming_distance,class_A,class_B,sha256_A,sha256_B
leaf_spot_(143).jpg,Rhizome Healthy Root00027.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,581455dd1795265737fcdb0c98151c8efd0e53c4bbdfed210adc16f86b63a000
leaf_spot_(143).jpg,Rhizome Healthy Root00029.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,3835df92135db2ba80f4dc67dd51d4ab10db2fd18fa835a53280dd4318d1c91a
leaf_spot_(143).jpg,Rhizome Healthy Root00030.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,5ce7923d7a7e7b4bd048f205c90e9a9a8d400d2fd8cf48fec15ac85b74cc3468
leaf_spot_(143).jpg,Rhizome Healthy Root00031.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,be1d95036007d6dc54776a298c8ed737b1c2ae0a0b8d9720d368b6fd64dfef46
leaf_spot_(143).jpg,Rhizome Healthy Root00202.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,6390580ec762844bf6e41251c4f4d8a8fb72754923ee6cea3fc549acacb5c34a
leaf_spot_(143).jpg,Rhizome Healthy Root00205.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,247e082710a3b6620e0c48fe4669b29968438f19cbf8f54444ab3b45eb5339a9
leaf_spot_(143).jpg,Rhizome Healthy Root00207.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,50ee224f13578f078ec8d2c886bbf024f2645ba37742541bdde70e365fc815f4
leaf_spot_(143).jpg,Rhizome Healthy Root00211.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,af9481a7f55c520a63981535fc3b2b4427254bd08595b35bc60a32c0c1527320
leaf_spot_(143).jpg,Rhizome Healthy Root00212.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,0be72c09c190a65f51ff9cfb763d7b3ca7f6aa4df808bec58ee8b6ceec61d7f5
leaf_spot_(143).jpg,Rhizome Healthy Root00213.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,edb96c84b1fc8b265c010c9fb6edaa55484fb2534e0f219a25839a49f2ce5b42
leaf_spot_(143).jpg,Rhizome Healthy Root00278.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,1442a8c57d800e6bcdefd797cda6303380c6fc733c14755a8e9dbab91c739cb6
leaf_spot_(143).jpg,Rhizome Healthy Root00279.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,97a26b9d2ee6ac615c57f888738dd4ede40f799fb65686dcf6ba1958b86eff48
leaf_spot_(143).jpg,Rhizome Healthy Root00280.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,d9a71f80077fa2eabdb4058ffc6feab0203557641e7d1dd0c423982ee4f385c7
leaf_spot_(143).jpg,Rhizome Healthy Root00281.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,ca63a8e20a20ef7821ec2db1ea71e4c4c929571bf22458f59d8d37c772e6c58b
leaf_spot_(143).jpg,Rhizome Healthy Root00282.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,cce530c4f5497d898290db49fe6fab4c44524ca8a6385f61b997a5d6748fe5cf
leaf_spot_(143).jpg,Rhizome Healthy Root00284.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,40db1adf644ebe22e587949ae68d043ac837a1b34e6d6e959403dc9efcaaff29
leaf_spot_(143).jpg,Rhizome Healthy Root00285.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,83c686ec2538f88fd9a540b44d83db5abea6a7af5d321dc21ddfc5ab2e9cb016
leaf_spot_(143).jpg,Rhizome Healthy Root00286.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,2a97b39eba2cd7fd67b6ebfeb8d559268366bd541fb27393efd1159d80f5b656
leaf_spot_(143).jpg,Rhizome Healthy Root00287.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,9092ce7d30b63255c3ef56124692bb99edadfc18997068852808e3f92272d06a
leaf_spot_(143).jpg,Rhizome Healthy Root00288.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,ec99b8839934fcab11b5f21615d333c9a18470d43c8c3faa318ba78046688f4c
leaf_spot_(143).jpg,Rhizome Healthy Root00302.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,4219c0bb33579d572dfa4fd9b032ceff680312ef5607b966bd6595e8f9c711a3,1b056c0bec593d0fb2c3b1ab4b9d24f80ed054d4ea4c181663cd9794f0288604
leaf_spot_(144).jpg,Dry Leaf00082.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Dry_Leaf,30aa6e512eade9798ff7668463fe961f4c60bc071fd4c3a5999c52d9efb05d33,0fef36b29f2c7149a46f1781d1a4edbd110d22d5b39a80b27eba7248551a7943
leaf_spot_(144).jpg,Dry Leaf00122.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=7,7,Leaf_Spot,Dry_Leaf,30aa6e512eade9798ff7668463fe961f4c60bc071fd4c3a5999c52d9efb05d33,f4c98e627b86f34d545dfa70f914b5a3482f9dac29e37e4277a46b7a042753b4
leaf_spot_(144).jpg,Dry Leaf00138.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Dry_Leaf,30aa6e512eade9798ff7668463fe961f4c60bc071fd4c3a5999c52d9efb05d33,48a137a521fcf8c5bf0f80670022143942508551f0f3047e9f590ff294fc2316
leaf_spot_(144).jpg,Dry Leaf00143.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Dry_Leaf,30aa6e512eade9798ff7668463fe961f4c60bc071fd4c3a5999c52d9efb05d33,264aaf55af985e2d563adbfe4338e6d7666deb78327e547e536cc5a3f2933d56
leaf_spot_(144).jpg,Dry Leaf00189.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Dry_Leaf,30aa6e512eade9798ff7668463fe961f4c60bc071fd4c3a5999c52d9efb05d33,e9931494175e3e5645f934f7f99fdc81a783ad520fb0078cef333cb05cb65fce
leaf_spot_(144).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Disease_Roots,30aa6e512eade9798ff7668463fe961f4c60bc071fd4c3a5999c52d9efb05d33,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
leaf_spot_(145).jpg,Dry Leaf00021.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Dry_Leaf,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,80b07af320ce31e8a146fc8c36d40920359a994dbb7ce32c5c787d0e269bb363
leaf_spot_(145).jpg,Leaf Blotch00005.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Leaf_Blotch,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,b5226d7c1649a14108ea4d4cb07f7891e66ce892f3f25536e7c1e20665c8d718
leaf_spot_(145).jpg,Leaf Blotch00008.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Leaf_Blotch,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,c8bc1c36431f8bba388e437313476fdb6e489866cef23a0f4993352654de43ea
leaf_spot_(145).jpg,Leaf Blotch00010.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Leaf_Blotch,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,3197e2822de599021d133b9768cc32b77177d96d791f65244880d4b84c54b147
leaf_spot_(145).jpg,Rhizome Disease Root00106.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Disease_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,609c39bc0b9a56b920bde2aa77eca2b1a4d2b155b15a4ed010ead5dc7e8bcb35
leaf_spot_(145).jpg,Rhizome Disease Root00108.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Disease_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,fa6b8eb8029c35c84b3dd6988ff45733a0cbc5ba5532d4c88d1db7643118aa4a
leaf_spot_(145).jpg,Rhizome Disease Root00109.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Disease_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,f0c627b63b768afb39ae808c03bc62bcc065f94fbbbfb48b32fec6d423d28a8d
leaf_spot_(145).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=5,5,Leaf_Spot,Rhizome_Disease_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
leaf_spot_(145).jpg,Rhizome Disease Root00174.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Disease_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,ecfb7eb332f9325f118c4febd130514cf65ed231d12141528bdc38f53c4e84e0
leaf_spot_(145).jpg,Rhizome Disease Root00176.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Disease_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,4f668ea4799377a46be43218163c55f7774abdc0b33fc941041410a16945444d
leaf_spot_(145).jpg,Rhizome Healthy Root00024.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,aee3163751aae1c2194e061cc5be15c4ec5e2688c78c5e434db62615e22b0429
leaf_spot_(145).jpg,Rhizome Healthy Root00027.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,581455dd1795265737fcdb0c98151c8efd0e53c4bbdfed210adc16f86b63a000
leaf_spot_(145).jpg,Rhizome Healthy Root00029.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,3835df92135db2ba80f4dc67dd51d4ab10db2fd18fa835a53280dd4318d1c91a
leaf_spot_(145).jpg,Rhizome Healthy Root00030.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,5ce7923d7a7e7b4bd048f205c90e9a9a8d400d2fd8cf48fec15ac85b74cc3468
leaf_spot_(145).jpg,Rhizome Healthy Root00031.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,be1d95036007d6dc54776a298c8ed737b1c2ae0a0b8d9720d368b6fd64dfef46
leaf_spot_(145).jpg,Rhizome Healthy Root00102.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,42ed63fbc1a84d627ef27ec356342cf7d62182b1cfb585f9cbc082ed88702993
leaf_spot_(145).jpg,Rhizome Healthy Root00103.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,1a182a290d5ec92d08bc0bb7826ce7992966ad9ac025b6731f8d48f1b0071cec
leaf_spot_(145).jpg,Rhizome Healthy Root00104.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,c6e84c358fef466d5d651d6badc72f487938a8971667c64a8b9cd6ba4e2a15f6
leaf_spot_(145).jpg,Rhizome Healthy Root00107.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,017cc054582ac4cf8d0e919aa024caa2617a290a63fbfbdb4d191d3865b199b3
leaf_spot_(145).jpg,Rhizome Healthy Root00108.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,18e4940395fcfda25175bff6b6cd19d48dd2ddfe0f0e68e9351caffce53c2aa0
leaf_spot_(145).jpg,Rhizome Healthy Root00197.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,a80da83064e1b58fe8d6e41c454b32d0a111e01d0d2fbe1b50a6d5303b8cf8cb
leaf_spot_(145).jpg,Rhizome Healthy Root00257.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,27078ff663c26a35d652cb818332a4af8a42761a7662fd6a5a390f2221ed1f91
leaf_spot_(145).jpg,Rhizome Healthy Root00258.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,741a6e06ca571fd5eea19c54fbb3ea01caa6353c419ec5110589eb77afea706b
leaf_spot_(145).jpg,Rhizome Healthy Root00298.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,2783c1890cd370aeaac62205f04cd2f8e6dbd23c5f0a56b5e3406893bed3c47f
leaf_spot_(145).jpg,Rhizome Healthy Root00302.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,1b056c0bec593d0fb2c3b1ab4b9d24f80ed054d4ea4c181663cd9794f0288604
leaf_spot_(145).jpg,Rhizome Healthy Root00303.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,03da1c916e369f220fa3b8be96108df68c1cb2e9aa0567945a50c7e1d9ec1d88,67b3e63120ef420e06cb311a4b97a1c1cb953fa026bae3e4e864d26264f1d837
leaf_spot_(147).jpg,Dry Leaf00079.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Dry_Leaf,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,1f6e087d7212035df77783d7de4752f7700ec05b7df4e4a76f3f7282d7157451
leaf_spot_(147).jpg,Dry Leaf00131.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Dry_Leaf,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,5d4c316a9b661303adaa934b238fde8158ea2b540bddbac7a7aea465bf45b0d8
leaf_spot_(147).jpg,Dry Leaf00183.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Dry_Leaf,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,6c977e13b65a6bd5c7bedbf38061458669ae4c4c1095f287f17fa0c76c892336
leaf_spot_(147).jpg,Healthy Leaf00033.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Healthy_Leaf,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,9f762673612343714cc86e4c24df2086ad058b07b312b05d83c244c0fe240c95
leaf_spot_(147).jpg,Leaf Blotch00007.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Leaf_Blotch,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,4250a8509a408c0c3583e12added93347b1f06a3295945af950d7fb5448e73af
leaf_spot_(147).jpg,Leaf Blotch00008.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Leaf_Blotch,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,c8bc1c36431f8bba388e437313476fdb6e489866cef23a0f4993352654de43ea
leaf_spot_(147).jpg,Leaf Blotch00080.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Leaf_Blotch,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,ea04f87e0e0ab634f03ca3070bba9fe5aec4d07c7681143140eb739f645a905a
leaf_spot_(147).jpg,Rhizome Healthy Root00107.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Rhizome_Healthy_Roots,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,017cc054582ac4cf8d0e919aa024caa2617a290a63fbfbdb4d191d3865b199b3
leaf_spot_(147).jpg,Rhizome Healthy Root00108.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,18e4940395fcfda25175bff6b6cd19d48dd2ddfe0f0e68e9351caffce53c2aa0
leaf_spot_(147).jpg,Rhizome Healthy Root00109.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,c8566ecdf7862e79a74895206bca12089fa6d2487a25486781aeaf4fef0aaef2
leaf_spot_(147).jpg,Rhizome Healthy Root00110.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Healthy_Roots,12026eb12b8ae6701d776e9cabb0fe34925cc532fd1028e84b8dc0f71b044dc5,64dddffe8d5261c760844e4a37a91bac73ddbed47c0aa4b934e31f60d5986398
leaf_spot_(148).jpg,Leaf Blotch00005.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Leaf_Spot,Leaf_Blotch,75e79fbc58271b781f2b78e22e253bc9a82915dd302aa7816d3a94266ebd75ec,b5226d7c1649a14108ea4d4cb07f7891e66ce892f3f25536e7c1e20665c8d718
leaf_spot_(148).jpg,Rhizome Disease Root00106.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Leaf_Spot,Rhizome_Disease_Roots,75e79fbc58271b781f2b78e22e253bc9a82915dd302aa7816d3a94266ebd75ec,609c39bc0b9a56b920bde2aa77eca2b1a4d2b155b15a4ed010ead5dc7e8bcb35
leaf_spot_(148).jpg,Rhizome Disease Root00108.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=6,6,Leaf_Spot,Rhizome_Disease_Roots,75e79fbc58271b781f2b78e22e253bc9a82915dd302aa7816d3a94266ebd75ec,fa6b8eb8029c35c84b3dd6988ff45733a0cbc5ba5532d4c88d1db7643118aa4a
leaf_spot_(148).jpg,Rhizome Disease Root00109.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Leaf_Spot,Rhizome_Disease_Roots,75e79fbc58271b781f2b78e22e253bc9a82915dd302aa7816d3a94266ebd75ec,f0c627b63b768afb39ae808c03bc62bcc065f94fbbbfb48b32fec6d423d28a8d
leaf_spot_(148).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=6,6,Leaf_Spot,Rhizome_Disease_Roots,75e79fbc58271b781f2b78e22e253bc9a82915dd302aa7816d3a94266ebd75ec,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
